Selection_table1,View,Channel,BeginFile_table1,EndFile,BeginTime_s__table1,EndTime_s__table1,BegFileSamp_samples_,EndFileSamp_samples_,BeginDateTime,DeltaTime_s__table1,LowFreq_Hz_,HighFreq_Hz_,Dur90__s_,Freq5__Hz_,Freq95__Hz_,From,channel_table1,t0_table1,tEnd_table1,duration_table1,fLow_table1,fHigh_table1,freq_table1_1,freq_table1_2,soundFolder_table1,siteCode_table1,classification_table1,key,detect_t1,Selection_table2,BeginTime_s__table2,EndTime_s__table2,LowFrequency_Hz_,HighFrequency_Hz_,BeginFile_table2,FileOffset_s_,Score,Tags,BeginPath,channel_table2,t0_table2,DeltaTime_s__table2,tEnd_table2,duration_table2,fLow_table2,fHigh_table2,freq_table2_1,freq_table2_2,soundFolder_table2,siteCode_table2,classification_table2,detect_t2,overlap,t0,dt0,duration,tEnd,freq_1,freq_2,soundFolder,result,snr,rmsSignal,rmsNoise,noiseVar,verdict,freq_1,freq_2,snrLurton
345,Spectrogram 1,1,20191207_130000.wav,20191207_130000.wav,642333.3461,642336.5736,2217280,2220508,36:57.3,3.2275,62.3,93.5,2.772,63.477,90.82,,1,737766.5673,737766.5674,3.227502108,62.3,93.5,62.3,93.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,345,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737766.5673,7/12/2019 13:36,3.227502108,737766.5674,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-9.213067965,2.32E-06,2.12E-06,5.41E-13,0,20,115,-11.18426451
346,Spectrogram 1,1,20191207_130000.wav,20191207_130000.wav,642353.8041,642356.5111,2237738,2240445,37:17.8,2.7069,42.4,79.2,2.156,44.922,74.219,,1,737766.5676,737766.5676,2.706895396,42.4,79.2,42.4,79.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,346,1,9630,642352.066,642358.562,20,115,20191207_130000.wav,2236,1,Bm-D,NaN,1,737766.5675,6.496,737766.5676,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,99.61375058,737766.5676,7/12/2019 13:37,6.49600178,737766.5676,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-21.22973055,2.84E-06,2.65E-06,1.56E-12,1,20,115,-16.28177531
347,Spectrogram 1,1,20191207_130000.wav,20191207_130000.wav,642415.853,642418.9243,2299787,2302858,38:19.9,3.0713,47.3,75.5,2.31,48.828,71.289,,1,737766.5683,737766.5683,3.07129696,47.3,75.5,47.3,75.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,347,1,9631,642414.066,642420.562,20,115,20191207_130000.wav,2298,1,Bm-D,NaN,1,737766.5683,6.496,737766.5683,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,86.61057428,737766.5683,7/12/2019 13:38,6.49600178,737766.5684,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-9.272050363,2.64E-06,2.40E-06,7.01E-13,1,20,115,-10.67958397
348,Spectrogram 1,1,20191207_130000.wav,20191207_130000.wav,643289.3811,643292.7126,3173315,3176647,52:53.4,3.3316,36.6,73.2,2.772,38.086,67.383,,1,737766.5784,737766.5784,3.331595287,36.6,73.2,36.6,73.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,348,1,9647,643288.066,643294.562,20,115,20191207_130000.wav,3172,1,Bm-D,NaN,1,737766.5784,6.496,737766.5785,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,121.9363875,737766.5784,7/12/2019 13:52,6.49600178,737766.5785,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-8.521896138,2.70E-06,2.36E-06,3.48E-13,1,20,115,-4.698213818
349,Spectrogram 1,1,20191207_130000.wav,20191207_130000.wav,643332.8479,643335.1904,3216782,3219124,53:36.8,2.3425,48,77.2,2.002,48.828,74.219,,1,737766.5789,737766.5789,2.34250389,48,77.2,48,77.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,349,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737766.5789,7/12/2019 13:53,2.34250389,737766.5789,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,0.03745782,5.05E-06,3.19E-06,9.90E-13,0,20,115,5.461071829
350,Spectrogram 1,1,20191207_130000.wav,20191207_130000.wav,643336.7521,643339.0426,3220686,3222977,53:40.8,2.2905,46.6,77.2,1.848,48.828,73.242,,1,737766.5789,737766.579,2.290502563,46.6,77.2,46.6,77.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,350,1,9648,643332.066,643340.562,20,115,20191207_130000.wav,3216,0.99,Bm-D,NaN,1,737766.5789,8.496,737766.579,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,70.08937843,737766.5789,7/12/2019 13:53,8.49600099,737766.579,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.701904153,2.46E-06,3.01E-06,9.90E-13,1,20,115,-5.050548464
351,Spectrogram 1,1,20191207_130000.wav,20191207_130000.wav,643382.6838,643389.9196,3266618,3273854,54:26.7,7.2358,42.9,81,5.852,44.922,73.242,,1,737766.5795,737766.5796,7.235798612,42.9,81,42.9,81,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,351,1,9651,643382.066,643392.562,20,115,20191207_130000.wav,3266,1,Bm-D,NaN,1,737766.5795,10.496,737766.5796,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,275.6839271,737766.5795,7/12/2019 13:54,10.4960002,737766.5796,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-24.6235051,2.74E-06,2.53E-06,8.55E-13,1,20,115,-13.23279644
352,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,636905.7619,636910.3949,389553,394186,06:29.8,4.633,41.1,78.4,3.85,41.992,71.289,,1,737764.6295,737764.6296,4.632996395,41.1,78.4,41.1,78.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,352,1,9495,636904.209,636910.705,20,115,20191205_150000.wav,388,1,Bm-D,NaN,1,737764.6295,6.496,737764.6296,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,172.8107655,737764.6295,5/12/2019 15:06,6.49600178,737764.6296,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-80.89172345,2.95E-06,2.49E-06,9.25E-12,1,20,115,-16.39808856
353,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,636950.0616,636952.6644,433853,436455,07:13.1,2.6028,64.7,90.8,2.156,67.383,87.891,,1,737764.63,737764.63,2.602802217,64.7,90.8,64.7,90.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,353,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737764.63,5/12/2019 15:07,2.602802217,737764.63,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-16.83000324,1.78E-06,1.70E-06,6.82E-13,1,20,115,-20.08851778
354,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637123.5646,637128.1456,607356,611937,10:07.6,4.5809,39.1,76.1,3.696,41.016,71.289,,1,737764.632,737764.6321,4.580904543,39.1,76.1,39.1,76.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,354,1,9499,637122.209,637128.705,20,115,20191205_150000.wav,606,1,Bm-D,NaN,1,737764.632,6.496,737764.6321,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,169.4934681,737764.632,5/12/2019 15:10,6.49600178,737764.6321,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-1.7046888,2.76E-06,1.77E-06,3.24E-13,1,20,115,4.756638518
355,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637172.7056,637175.0481,656497,658839,10:56.7,2.3425,66.7,96.6,1.848,68.359,93.75,,1,737764.6326,737764.6326,2.34250389,66.7,96.6,66.7,96.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,355,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737764.6326,5/12/2019 15:10,2.34250389,737764.6326,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-11.23873202,2.65E-06,1.74E-06,2.58E-13,1,20,115,5.118234411
356,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637261.9553,637267.5773,745746,751368,12:26.0,5.6221,47.8,78.6,4.62,49.805,73.242,,1,737764.6336,737764.6337,5.62209785,47.8,78.6,47.8,78.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,356,1,9504,637262.209,637268.705,20,115,20191205_150000.wav,746,0.99,Bm-D,NaN,1,737764.6336,6.496,737764.6337,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,173.1606138,737764.6336,5/12/2019 15:12,6.49600178,737764.6337,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-24.17409144,2.03E-06,2.00E-06,1.28E-12,1,20,115,-34.33158513
357,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637285.1723,637287.723,768963,771514,12:48.2,2.5507,70.5,104,1.848,72.266,100.586,,1,737764.6339,737764.6339,2.550700307,70.5,104,70.5,104,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,357,1,9505,637282.209,637288.705,20,115,20191205_150000.wav,766,1,Bm-D,NaN,1,737764.6339,6.496,737764.6339,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,85.44846028,737764.6339,5/12/2019 15:12,6.49600178,737764.634,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-3.323766061,2.06E-06,1.46E-06,2.88E-13,1,20,115,0.962283214
358,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637352.704,637358.0658,836495,841857,13:56.7,5.3618,41.8,77.2,4.158,43.945,70.312,,1,737764.6347,737764.6347,5.361799523,41.8,77.2,41.8,77.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,358,1,9506,637350.209,637360.705,20,115,20191205_150000.wav,834,1,Bm-D,NaN,1,737764.6347,10.496,737764.6348,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,189.8077031,737764.6347,5/12/2019 15:13,10.4960002,737764.6348,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-27.19385943,2.65E-06,2.62E-06,8.04E-13,1,20,115,-31.05773939
359,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637364.4166,637369.0496,848208,852841,14:08.4,4.633,36.2,79.7,3.696,38.086,71.289,,1,737764.6348,737764.6349,4.632996395,36.2,79.7,36.2,79.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,359,1,9507,637364.209,637370.705,20,115,20191205_150000.wav,848,1,Bm-D,NaN,1,737764.6348,6.496,737764.6349,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,201.5353432,737764.6348,5/12/2019 15:14,6.49600178,737764.6349,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-2.497702389,3.05E-06,2.02E-06,1.79E-12,1,20,115,-2.271826248
360,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637483.2808,637488.4344,967072,972225,16:07.3,5.1536,38,82.4,4.158,39.062,73.242,,1,737764.6362,737764.6363,5.153603107,38,82.4,38,82.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,360,1,9511,637482.209,637490.705,20,115,20191205_150000.wav,966,1,Bm-D,NaN,1,737764.6362,8.496,737764.6363,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,228.8199779,737764.6362,5/12/2019 15:16,8.49600099,737764.6363,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,0.409862353,2.78E-06,2.07E-06,3.66E-13,1,20,115,1.364092545
361,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637546.5333,637551.0621,1030324,1034853,17:10.5,4.5289,34.1,75.2,3.696,36.133,68.359,,1,737764.6369,737764.637,4.528903216,34.1,75.2,34.1,75.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,361,1,9512,637544.209,637552.705,20,115,20191205_150000.wav,1028,1,Bm-D,NaN,1,737764.6369,8.496,737764.637,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,186.1379222,737764.6369,5/12/2019 15:17,8.49600099,737764.637,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-12.33823475,2.90E-06,2.37E-06,9.46E-13,1,20,115,-5.332360837
362,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637664.9344,637668.2139,1148725,1152005,19:08.9,3.2795,50.9,85,2.926,52.734,81.055,,1,737764.6383,737764.6383,3.279503435,50.9,85,50.9,85,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,362,1,9514,637664.209,637670.705,20,115,20191205_150000.wav,1148,0.99,Bm-D,NaN,1,737764.6383,6.496,737764.6384,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,111.8310671,737764.6383,5/12/2019 15:19,6.49600178,737764.6384,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-2.631821468,2.22E-06,1.65E-06,2.28E-13,1,20,115,1.50988648
363,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637770.0707,637774.027,1253862,1257818,20:53.1,3.9563,42.4,72.8,3.234,44.922,66.406,,1,737764.6395,737764.6395,3.956295177,42.4,72.8,42.4,72.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,363,1,9518,637768.209,637776.705,20,115,20191205_150000.wav,1252,1,Bm-D,NaN,1,737764.6395,8.496,737764.6396,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,120.2713734,737764.6395,5/12/2019 15:20,8.49600099,737764.6396,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-34.71256997,2.16E-06,1.87E-06,6.30E-13,1,20,115,-8.648102791
364,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,637822.8079,637827.4929,1306599,1311284,21:46.8,4.685,38.9,78.6,3.696,40.039,71.289,,1,737764.6401,737764.6402,4.684997723,38.9,78.6,38.9,78.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,364,1,9521,637822.209,637828.705,20,115,20191205_150000.wav,1306,1,Bm-D,NaN,1,737764.6401,6.496,737764.6402,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,185.9944096,737764.6401,5/12/2019 15:21,6.49600178,737764.6402,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,5.053399343,2.70E-06,1.57E-06,2.28E-13,1,20,115,7.537470347
365,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638078.5043,638081.4715,1562295,1565263,26:02.5,2.9672,75.9,93.8,2.002,77.148,91.797,,1,737764.6431,737764.6431,2.967203781,75.9,93.8,75.9,93.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,365,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737764.6431,5/12/2019 15:26,2.967203781,737764.6431,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-5.574218537,2.05E-06,2.04E-06,6.71E-13,1,20,115,-35.25726691
366,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638296.1105,638298.1928,1779902,1781984,29:39.1,2.0822,39.5,73.9,1.694,41.992,68.359,,1,737764.6456,737764.6456,2.082195505,39.5,73.9,39.5,73.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,366,1,9534,638294.209,638300.705,20,115,20191205_150000.wav,1778,1,Bm-D,NaN,1,737764.6456,6.496,737764.6457,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,71.62752539,737764.6456,5/12/2019 15:29,6.49600178,737764.6457,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-6.442542347,2.83E-06,2.15E-06,9.57E-13,1,20,115,-3.125532064
367,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638317.2453,638320.3166,1801036,1804108,30:01.2,3.0713,35.1,71,2.464,38.086,65.43,,1,737764.6458,737764.6459,3.07129696,35.1,71,35.1,71,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,367,1,9536,638316.209,638322.705,20,115,20191205_150000.wav,1800,1,Bm-D,NaN,1,737764.6458,6.496,737764.6459,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,110.2595609,737764.6458,5/12/2019 15:30,6.49600178,737764.6459,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.395685866,2.96E-06,2.35E-06,5.36E-13,1,20,115,-1.55549706
368,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638469.47,638474.9879,1953261,1958779,32:33.5,5.5179,44,81.5,4.312,44.922,75.195,,1,737764.6476,737764.6477,5.517904088,44,81.5,44,81.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,368,1,9540,638468.209,638476.705,20,115,20191205_150000.wav,1952,1,Bm-D,NaN,1,737764.6476,8.496,737764.6477,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,206.9214033,737764.6476,5/12/2019 15:32,8.49600099,737764.6477,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,9.879509307,5.97E-06,2.58E-06,6.55E-13,1,20,115,12.43633507
369,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638762.9232,638768.2329,2246714,2252024,37:26.9,5.3097,47.6,87.7,4.312,49.805,80.078,,1,737764.651,737764.6511,5.309697613,47.6,87.7,47.6,87.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,369,1,9550,638756.209,638770.705,20,115,20191205_150000.wav,2240,1,Bm-D,NaN,1,737764.6509,14.496,737764.6511,14.49599862,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,212.9188743,737764.651,5/12/2019 15:37,14.49599862,737764.6512,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-9.374201973,2.23E-06,1.96E-06,4.25E-13,1,20,115,-7.539282325
370,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638794.261,638798.5816,2278052,2282373,37:58.3,4.3207,44.6,64.1,3.542,44.922,61.523,,1,737764.6514,737764.6514,4.320696741,44.6,64.1,44.6,64.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,370,1,9552,638792.209,638800.705,20,115,20191205_150000.wav,2276,0.99,Bm-D,NaN,1,737764.6513,8.496,737764.6514,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,84.25358646,737764.6514,5/12/2019 15:37,8.49600099,737764.6515,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,3.940554181,3.32E-06,1.67E-06,1.47E-13,1,20,115,12.65539192
371,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638841.6734,638844.9009,2325464,2328692,38:45.7,3.2275,75.2,98,2.464,77.148,94.727,,1,737764.6519,737764.652,3.227502108,75.2,98,75.2,98,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,371,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737764.6519,5/12/2019 15:38,3.227502108,737764.652,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-41.0550528,2.74E-06,2.86E-06,1.33E-12,1,20,115,-19.51829469
372,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638918.2088,638921.1239,2402000,2404915,40:02.2,2.9151,44.2,69.9,2.31,46.875,66.406,,1,737764.6528,737764.6528,2.915101871,44.2,69.9,44.2,69.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,372,1,9555,638916.209,638922.705,20,115,20191205_150000.wav,2400,1,Bm-D,NaN,1,737764.6528,6.496,737764.6529,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,74.91811808,737764.6528,5/12/2019 15:40,6.49600178,737764.6529,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-5.519531079,2.44E-06,2.23E-06,6.64E-13,1,20,115,-11.68745561
373,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,638954.6149,638956.7492,2438406,2440540,40:38.6,2.1343,39.7,73.6,1.54,41.992,66.406,,1,737764.6532,737764.6532,2.134297416,39.7,73.6,39.7,73.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,373,1,9557,638952.209,638958.705,20,115,20191205_150000.wav,2436,1,Bm-D,NaN,1,737764.6532,6.496,737764.6533,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,72.35268239,737764.6532,5/12/2019 15:40,6.49600178,737764.6533,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-16.87739851,2.13E-06,2.55E-06,9.95E-13,1,20,115,-7.58503854
374,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,639278.4592,639280.9579,2762250,2764749,46:02.5,2.4987,47.3,77,1.694,50.781,69.336,,1,737764.657,737764.657,2.49869898,47.3,77,47.3,77,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,374,1,9565,639276.209,639282.705,20,115,20191205_150000.wav,2760,1,Bm-D,NaN,1,737764.6569,6.496,737764.657,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,74.21135969,737764.657,5/12/2019 15:46,6.49600178,737764.657,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-5.897479896,2.74E-06,1.98E-06,4.85E-13,1,20,115,0.771126673
375,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,639289.2868,639293.2431,2773078,2777034,46:13.3,3.9563,70.3,105.1,3.08,72.266,99.609,,1,737764.6571,737764.6571,3.956295177,70.3,105.1,70.3,105.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,375,1,9566,639288.209,639294.705,20,115,20191205_150000.wav,2772,1,Bm-D,NaN,1,737764.6571,6.496,737764.6572,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,137.6790722,737764.6571,5/12/2019 15:46,6.49600178,737764.6572,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-19.71607887,2.10E-06,1.79E-06,3.54E-13,1,20,115,-5.819824468
376,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,639320.3643,639325.2055,2804155,2808997,46:44.4,4.8412,49.8,73.7,3.388,50.781,68.359,,1,737764.6575,737764.6575,4.84120287,49.8,73.7,49.8,73.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,376,1,9567,639320.209,639326.705,20,115,20191205_150000.wav,2804,1,Bm-D,NaN,1,737764.6575,6.496,737764.6575,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,115.7047486,737764.6575,5/12/2019 15:46,6.49600178,737764.6575,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-22.82866304,3.31E-06,3.91E-06,5.63E-11,1,20,115,-21.9253926
377,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,639417.2663,639420.9102,2901057,2904701,48:21.3,3.6439,40.8,85.7,2.772,43.945,71.289,,1,737764.6586,737764.6586,3.643904999,40.8,85.7,40.8,85.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,377,1,9570,639414.209,639422.705,20,115,20191205_150000.wav,2898,1,Bm-D,NaN,1,737764.6585,8.496,737764.6586,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,163.6113345,737764.6586,5/12/2019 15:48,8.49600099,737764.6587,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-15.84994114,2.79E-06,2.19E-06,6.74E-13,1,20,115,-2.731126802
378,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,639781.1554,639784.7473,3264946,3268538,54:24.2,3.5919,41.8,73.4,2.926,43.945,67.383,,1,737764.6628,737764.6628,3.591903672,41.8,73.4,41.8,73.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,378,1,9576,639780.209,639786.705,20,115,20191205_150000.wav,3264,1,Bm-D,NaN,1,737764.6628,6.496,737764.6629,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,113.504156,737764.6628,5/12/2019 15:54,6.49600178,737764.6629,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,5.585593143,2.52E-06,1.91E-06,3.33E-13,1,20,115,0.545961851
379,Spectrogram 1,1,20191205_150000.wav,20191205_150000.wav,639911.5413,639915.6538,3395332,3399445,56:35.5,4.1124,42.8,83.7,2.772,45.898,75.195,,1,737764.6643,737764.6643,4.112399742,42.8,83.7,42.8,83.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,379,1,9577,639908.209,639918.705,20,115,20191205_150000.wav,3392,1,Bm-D,NaN,1,737764.6643,10.496,737764.6644,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,168.1971494,737764.6643,5/12/2019 15:56,10.4960002,737764.6644,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-9.832555046,3.44E-06,2.76E-06,1.76E-12,1,20,115,-5.851267668
380,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633095.1987,633098.1139,178847,181762,02:58.2,2.9151,32.4,75,2.31,35.156,68.359,,1,737762.6687,737762.6688,2.915101871,32.4,75,32.4,75,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,380,1,9399,633092.352,633100.848,20,115,20191203_160000.wav,176,1,Bm-D,NaN,1,737762.6687,8.496,737762.6688,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,124.1833397,737762.6687,3/12/2019 16:02,8.49600099,737762.6688,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,3.781008316,1.99E-06,1.52E-06,8.21E-14,1,20,115,4.385929402
