Selection_table1,View,Channel,BeginFile_table1,EndFile,BeginTime_s__table1,EndTime_s__table1,BegFileSamp_samples_,EndFileSamp_samples_,BeginDateTime,DeltaTime_s__table1,LowFreq_Hz_,HighFreq_Hz_,Dur90__s_,Freq5__Hz_,Freq95__Hz_,From,channel_table1,t0_table1,tEnd_table1,duration_table1,fLow_table1,fHigh_table1,freq_table1_1,freq_table1_2,soundFolder_table1,siteCode_table1,classification_table1,key,detect_t1,Selection_table2,BeginTime_s__table2,EndTime_s__table2,LowFrequency_Hz_,HighFrequency_Hz_,BeginFile_table2,FileOffset_s_,Score,Tags,BeginPath,channel_table2,t0_table2,DeltaTime_s__table2,tEnd_table2,duration_table2,fLow_table2,fHigh_table2,freq_table2_1,freq_table2_2,soundFolder_table2,siteCode_table2,classification_table2,detect_t2,overlap,t0,dt0,duration,tEnd,freq_1,freq_2,soundFolder,result,snr,rmsSignal,rmsNoise,noiseVar,verdict,freq_1,freq_2,snrLurton
857,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599082.0871,599087.8796,2164347,2170140,36:04.1,5.7924,41.5,89.1,4.158,46.875,79.102,,1,737743.3167,737743.3168,5.792404711,41.5,89.1,41.5,89.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,857,1,8593,599079.74,599088.236,20,115,20191114_070000.wav,2162,1,Bm-D,NaN,1,737743.3167,8.496,737743.3168,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,275.7184643,737743.3167,14/11/2019 7:36,8.49600099,737743.3168,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,13.80370883,2.83E-06,1.29E-06,6.55E-14,1,20,115,15.60995333
858,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599089.132,599094.1939,2171392,2176454,36:11.1,5.0619,63.5,87,4.004,65.43,83.984,,1,737743.3168,737743.3169,5.061901733,63.5,87,63.5,87,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,858,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3168,14/11/2019 7:36,5.061901733,737743.3169,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-8.402047291,1.47E-06,1.22E-06,3.16E-13,0,20,115,-6.975764109
859,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599121.5383,599126.7568,2203798,2209017,36:43.5,5.2184,40.6,87,4.312,41.992,80.078,,1,737743.3172,737743.3172,5.218398571,40.6,87,40.6,87,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,859,1,8597,599119.74,599128.236,20,115,20191114_070000.wav,2202,1,Bm-D,NaN,1,737743.3172,8.496,737743.3173,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,242.1336937,737743.3172,14/11/2019 7:36,8.49600099,737743.3173,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.277003249,1.41E-06,1.07E-06,5.97E-14,1,20,115,2.784164713
860,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599151.4677,599156.2687,2233728,2238529,37:13.5,4.8009,38.2,86,3.08,41.992,77.148,,1,737743.3175,737743.3176,4.800899327,38.2,86,38.2,86,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,860,1,8599,599149.74,599158.236,20,115,20191114_070000.wav,2232,1,Bm-D,NaN,1,737743.3175,8.496,737743.3176,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,229.4829878,737743.3175,14/11/2019 7:37,8.49600099,737743.3176,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,9.931889853,1.86E-06,1.11E-06,5.74E-14,1,20,115,9.919529469
861,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599146.3015,599149.5891,2228561,2231849,37:08.3,3.2876,46,78,2.772,48.828,73.242,,1,737743.3175,737743.3175,3.287600353,46,78,46,78,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,861,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3175,14/11/2019 7:37,3.287600353,737743.3175,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-8.651080901,1.41E-06,1.19E-06,8.55E-14,0,20,115,-2.429328837
862,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599240.3466,599243.3733,2322607,2325633,38:42.3,3.0267,42.1,79.2,2.772,43.945,75.195,,1,737743.3185,737743.3186,3.02669853,42.1,79.2,42.1,79.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,862,1,8602,599239.74,599248.236,20,115,20191114_070000.wav,2322,1,Bm-D,NaN,1,737743.3185,8.496,737743.3186,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,112.2905155,737743.3185,14/11/2019 7:38,8.49600099,737743.3186,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-1.800492894,1.20E-06,9.89E-07,5.39E-14,1,20,115,-1.015356521
863,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599244.1561,599246.5043,2326416,2328764,38:46.2,2.3483,46.4,69.3,1.848,47.852,65.43,,1,737743.3186,737743.3186,2.348297462,46.4,69.3,46.4,69.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,863,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3186,14/11/2019 7:38,2.348297462,737743.3186,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-1.036476692,1.54E-06,1.23E-06,1.82E-13,1,20,115,-2.704780292
864,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599285.5938,599288.6726,2367854,2370933,39:27.6,3.0789,48.1,76.3,2.618,50.781,73.242,,1,737743.3191,737743.3191,3.078901023,48.1,76.3,48.1,76.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,864,1,8603,599283.74,599290.236,20,115,20191114_070000.wav,2366,0.99,Bm-D,NaN,1,737743.3191,6.496,737743.3191,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,86.82500884,737743.3191,14/11/2019 7:39,6.49600178,737743.3191,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-5.692267277,1.43E-06,1.13E-06,9.10E-14,1,20,115,-0.210092373
865,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599312.6252,599317.3739,2394885,2399634,39:54.6,4.7488,28.7,67.9,4.004,30.273,63.477,,1,737743.3194,737743.3194,4.748797417,28.7,67.9,28.7,67.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,865,1,8605,599311.74,599318.236,20,115,20191114_070000.wav,2394,0.99,Bm-D,NaN,1,737743.3194,6.496,737743.3195,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,186.1528587,737743.3194,14/11/2019 7:39,6.49600178,737743.3195,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-6.930924978,1.41E-06,1.14E-06,5.47E-14,1,20,115,1.00839308
866,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599357.032,599362.4591,2439292,2444719,40:39.0,5.4271,35.9,85.8,4.158,38.086,77.148,,1,737743.3199,737743.32,5.427097902,35.9,85.8,35.9,85.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,866,1,8606,599355.74,599362.236,20,115,20191114_070000.wav,2438,1,Bm-D,NaN,1,737743.3199,6.496,737743.32,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,270.8121853,737743.3199,14/11/2019 7:40,6.49600178,737743.32,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,2.05051392,2.21E-06,1.25E-06,1.16E-13,1,20,115,8.996717297
867,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599413.7356,599417.232,2495996,2499492,41:35.7,3.4963,25.6,70.8,3.08,28.32,63.477,,1,737743.3206,737743.3206,3.496299684,25.6,70.8,25.6,70.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,867,1,8607,599411.74,599418.236,20,115,20191114_070000.wav,2494,1,Bm-D,NaN,1,737743.3205,6.496,737743.3206,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,158.0327457,737743.3206,14/11/2019 7:41,6.49600178,737743.3206,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-9.444079923,1.18E-06,1.48E-06,9.56E-13,1,20,115,-10.34295362
868,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599423.7028,599426.9382,2505963,2509198,41:45.7,3.2354,52,76.1,2.772,53.711,73.242,,1,737743.3207,737743.3207,3.23539786,52,76.1,52,76.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,868,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3207,14/11/2019 7:41,3.23539786,737743.3207,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-6.676657176,1.30E-06,1.81E-06,1.38E-12,0,20,115,-7.173676685
869,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599425.6858,599429.0256,2507946,2511286,41:47.7,3.3398,49.5,92.2,2.772,50.781,88.867,,1,737743.3207,737743.3207,3.339802846,49.5,92.2,49.5,92.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,869,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3207,14/11/2019 7:41,3.339802846,737743.3207,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-11.50136102,1.62E-06,1.36E-06,2.78E-13,0,20,115,-6.285516702
870,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599451.6213,599454.3349,2533881,2536595,42:13.6,2.7136,39.4,73.2,2.31,41.016,68.359,,1,737743.321,737743.321,2.713604271,39.4,73.2,39.4,73.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,870,1,8609,599449.74,599456.236,20,115,20191114_070000.wav,2532,1,Bm-D,NaN,1,737743.321,6.496,737743.321,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,91.71982437,737743.321,14/11/2019 7:42,6.49600178,737743.3211,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-7.520449212,1.62E-06,1.86E-06,7.85E-13,1,20,115,-11.43141428
871,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599491.4583,599497.0942,2573718,2579354,42:53.5,5.6359,36.9,89.5,4.312,41.992,82.031,,1,737743.3215,737743.3215,5.635897815,36.9,89.5,36.9,89.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,871,1,8610,599489.74,599498.236,20,115,20191114_070000.wav,2572,1,Bm-D,NaN,1,737743.3214,8.496,737743.3215,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,296.4482251,737743.3215,14/11/2019 7:42,8.49600099,737743.3216,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,7.135392679,3.02E-06,1.37E-06,3.15E-13,1,20,115,9.371229243
872,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599531.8488,599534.4059,2614109,2616666,43:34.8,2.557,43.5,72.8,2.156,45.898,69.336,,1,737743.3219,737743.322,2.556996793,43.5,72.8,43.5,72.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,872,1,8612,599529.74,599536.236,20,115,20191114_070000.wav,2612,1,Bm-D,NaN,1,737743.3219,6.496,737743.322,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,74.92000602,737743.3219,14/11/2019 7:43,6.49600178,737743.322,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-15.51728138,1.07E-06,1.00E-06,6.81E-14,1,20,115,-11.78180541
873,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599664.3797,599668.2935,2746640,2750554,45:46.4,3.9138,40.2,89.3,2.772,43.945,79.102,,1,737743.3235,737743.3235,3.913798928,40.2,89.3,40.2,89.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,873,1,8617,599661.74,599670.236,20,115,20191114_070000.wav,2744,1,Bm-D,NaN,1,737743.3234,8.496,737743.3235,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,192.1675274,737743.3235,14/11/2019 7:45,8.49600099,737743.3236,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,9.541027849,2.16E-06,1.13E-06,6.32E-14,1,20,115,12.20741497
874,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599679.5653,599683.1138,2761825,2765374,46:01.6,3.5485,43.3,77.8,2.772,44.922,72.266,,1,737743.3236,737743.3237,3.548502177,43.3,77.8,43.3,77.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,874,1,8618,599677.74,599686.236,20,115,20191114_070000.wav,2760,1,Bm-D,NaN,1,737743.3236,8.496,737743.3237,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,122.4233251,737743.3236,14/11/2019 7:46,8.49600099,737743.3237,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,2.665430801,1.44E-06,1.14E-06,2.70E-14,1,20,115,5.338218876
875,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599640.2185,599644.2888,2722478,2726549,45:22.2,4.0704,38,85.8,3.542,39.062,79.102,,1,737743.3232,737743.3232,4.070396349,38,85.8,38,85.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,875,1,8616,599639.74,599646.236,20,115,20191114_070000.wav,2722,0.99,Bm-D,NaN,1,737743.3232,6.496,737743.3232,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,194.5649455,737743.3232,14/11/2019 7:45,6.49600178,737743.3232,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-2.818758052,1.30E-06,1.01E-06,5.92E-14,1,20,115,1.650367353
876,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599757.286,599763.8612,2839546,2846121,47:19.3,6.5752,42.5,79.8,5.544,44.922,73.242,,1,737743.3245,737743.3246,6.575200707,42.5,79.8,42.5,79.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,876,1,8620,599757.74,599766.236,20,115,20191114_070000.wav,2840,1,Bm-D,NaN,1,737743.3245,8.496,737743.3246,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,245.2549864,737743.3245,14/11/2019 7:47,8.49600099,737743.3246,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,3.602425913,1.57E-06,1.17E-06,4.04E-14,1,20,115,6.028714494
877,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599745.4924,599747.2144,2827752,2829474,47:07.5,1.7221,36.9,63.3,1.386,39.062,58.594,,1,737743.3244,737743.3244,1.722098887,36.9,63.3,36.9,63.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,877,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3244,14/11/2019 7:47,1.722098887,737743.3244,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,2.882496757,2.23E-06,1.51E-06,4.16E-13,1,20,115,0.956971868
878,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599879.1378,599882.9994,2961398,2965259,49:21.1,3.8616,36.1,71.8,3.388,37.109,68.359,,1,737743.3259,737743.326,3.861596435,36.1,71.8,36.1,71.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,878,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3259,14/11/2019 7:49,3.861596435,737743.326,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,0.499970476,1.50E-06,1.27E-06,3.23E-14,0,20,115,2.248344935
879,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599985.1442,599993.2327,3067404,3075493,51:07.1,8.0885,36.3,89.9,6.006,41.016,78.125,,1,737743.3272,737743.3273,8.08849968,36.3,89.9,36.3,89.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,879,1,8626,599983.74,599994.236,20,115,20191114_070000.wav,3066,1,Bm-D,NaN,1,737743.3272,10.496,737743.3273,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,433.5435829,737743.3272,14/11/2019 7:51,10.4960002,737743.3273,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-3.479721318,2.50E-06,1.61E-06,1.48E-12,1,20,115,-2.694035143
880,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599997.6684,600000.6429,3079928,3082903,51:19.7,2.9745,35.9,84,2.002,39.062,73.242,,1,737743.3273,737743.3273,2.974496037,35.9,84,35.9,84,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,880,1,8627,599995.74,600002.236,20,115,20191114_070000.wav,3078,1,Bm-D,NaN,1,737743.3273,6.496,737743.3274,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,143.0732594,737743.3273,14/11/2019 7:51,6.49600178,737743.3274,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,10.19640396,1.94E-06,1.13E-06,8.22E-14,1,20,115,9.006228779
881,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600086.2547,600090.1685,3168515,3172429,52:48.3,3.9138,31.8,72.4,3.388,33.203,66.406,,1,737743.3283,737743.3284,3.913798928,31.8,72.4,31.8,72.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,881,1,8633,600085.74,600092.236,20,115,20191114_070000.wav,3168,1,Bm-D,NaN,1,737743.3283,6.496,737743.3284,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,158.9002365,737743.3283,14/11/2019 7:52,6.49600178,737743.3284,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-0.742677036,1.50E-06,1.13E-06,7.12E-14,1,20,115,2.939815794
882,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600100.7097,600105.3541,3182970,3187614,53:02.7,4.6444,36.7,79.8,3.696,40.039,72.266,,1,737743.3285,737743.3286,4.644402489,36.7,79.8,36.7,79.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,882,1,8634,600099.74,600108.236,20,115,20191114_070000.wav,3182,1,Bm-D,NaN,1,737743.3285,8.496,737743.3286,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,200.1737473,737743.3285,14/11/2019 7:53,8.49600099,737743.3286,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,1.14273395,1.53E-06,1.10E-06,2.91E-14,1,20,115,8.035547605
883,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600074.2002,600076.0788,3156460,3158339,52:36.2,1.8786,29.7,78.4,1.386,33.203,69.336,,1,737743.3282,737743.3282,1.878595725,29.7,78.4,29.7,78.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,883,1,8632,600069.74,600078.236,20,115,20191114_070000.wav,3152,1,Bm-D,NaN,1,737743.3281,8.496,737743.3282,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,91.48761179,737743.3282,14/11/2019 7:52,8.49600099,737743.3283,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-2.09723437,1.35E-06,1.17E-06,7.12E-14,1,20,115,-3.612141952
884,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600071.0692,600073.2609,3153329,3155521,52:33.1,2.1917,31.6,70.3,1.694,34.18,64.453,,1,737743.3282,737743.3282,2.191700041,31.6,70.3,31.6,70.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,884,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3282,14/11/2019 7:52,2.191700041,737743.3282,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-2.548596269,1.53E-06,1.25E-06,1.02E-13,1,20,115,-1.193820918
885,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600053.4831,600056.2489,3135743,3138509,52:15.5,2.7658,36.5,71.4,2.156,37.109,64.453,,1,737743.328,737743.328,2.765796706,36.5,71.4,36.5,71.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,885,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.328,14/11/2019 7:52,2.765796706,737743.328,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,3.549541548,2.09E-06,1.34E-06,2.26E-13,0,20,115,4.013948026
886,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600046.073,600049.3084,3128333,3131568,52:08.1,3.2354,35.9,72.2,2.926,37.109,67.383,,1,737743.3279,737743.3279,3.23539786,35.9,72.2,35.9,72.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,886,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3279,14/11/2019 7:52,3.23539786,737743.3279,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-14.15362534,1.31E-06,1.38E-06,2.24E-13,0,20,115,-15.67956734
887,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600188.8559,600192.8741,3271116,3275134,54:31.9,4.0182,49.3,92.2,2.464,55.664,83.984,,1,737743.3295,737743.3296,4.018203914,49.3,92.2,49.3,92.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,887,1,8637,600187.74,600194.236,20,115,20191114_070000.wav,3270,1,Bm-D,NaN,1,737743.3295,6.496,737743.3296,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,172.3809479,737743.3295,14/11/2019 7:54,6.49600178,737743.3296,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,13.40098088,2.45E-06,1.14E-06,6.38E-14,1,20,115,14.33949267
888,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600220.1142,600224.1846,3302374,3306445,55:02.1,4.0704,49.5,81.3,3.388,50.781,76.172,,1,737743.3299,737743.3299,4.070396349,49.5,81.3,49.5,81.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,888,1,8639,600219.74,600226.236,20,115,20191114_070000.wav,3302,0.99,Bm-D,NaN,1,737743.3299,6.496,737743.33,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,129.4386039,737743.3299,14/11/2019 7:55,6.49600178,737743.33,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-7.982725081,1.62E-06,1.39E-06,2.49E-13,1,20,115,-6.843487983
889,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600255.3385,600258.1043,3337599,3340364,55:37.3,2.7658,34.7,77.1,2.002,38.086,68.359,,1,737743.3303,737743.3303,2.765796706,34.7,77.1,34.7,77.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,889,1,8641,600253.74,600260.236,20,115,20191114_070000.wav,3336,1,Bm-D,NaN,1,737743.3303,6.496,737743.3304,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,117.2697803,737743.3303,14/11/2019 7:55,6.49600178,737743.3304,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-1.095769323,1.59E-06,1.09E-06,6.41E-14,1,20,115,5.932359296
890,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600283.419,600287.3329,3365679,3369593,56:05.4,3.9138,40.2,78.8,3.234,41.992,73.242,,1,737743.3306,737743.3307,3.913798928,40.2,78.8,40.2,78.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,890,1,8642,600277.74,600288.236,20,115,20191114_070000.wav,3360,1,Bm-D,NaN,1,737743.3306,10.496,737743.3307,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,151.0726386,737743.3306,14/11/2019 7:56,10.4960002,737743.3307,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-8.865223889,1.46E-06,1.24E-06,9.87E-14,1,20,115,-2.856134619
891,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600302.5184,600304.7102,3384778,3386970,56:24.5,2.1917,32.8,67.7,2.002,34.18,60.547,,1,737743.3308,737743.3309,2.191700041,32.8,67.7,32.8,67.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,891,1,8643,600299.74,600306.236,20,115,20191114_070000.wav,3382,1,Bm-D,NaN,1,737743.3308,6.496,737743.3309,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,76.49033144,737743.3308,14/11/2019 7:56,6.49600178,737743.3309,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-6.160685179,1.24E-06,1.14E-06,1.13E-13,1,20,115,-9.987687762
892,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,600339.7779,600343.9526,3422038,3426213,57:02.8,4.1747,30.7,70.1,3.542,33.203,63.477,,1,737743.3313,737743.3313,4.174700752,30.7,70.1,30.7,70.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,892,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3313,14/11/2019 7:57,4.174700752,737743.3313,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,0.016402284,1.93E-06,1.28E-06,8.88E-14,0,20,115,6.650882368
